k,average delay in queue,average number in queue,server utilization,time the simulation ended
0.5,0.43823415334058224,0.4516692148665533,0.50127850136026,971.7635316045823
0.6,0.8954402705487121,0.9023594684041648,0.6162929655843352,992.332104778942
0.7,1.6904529872433078,1.6687395657266222,0.7442085137127127,1013.0118695347342
0.8,3.184274406843156,3.2265837613545805,0.793296701919172,990.899792289512
0.9,5.064746120271558,4.982388623637617,0.8803876478277518,1016.5297215562871
